Crash Severity Description,Reportnumber,Agencyname,CollisionImpact Description,Crash County Description,FunctionalClass Description,ImpairedCrash,Large Vehicle Involved,OffRoad,RoadName,Route Number,RouteType Description,Unrestrained Occupants,Crashdate,Work Zone Crash,Latitude,Longitude,CrashYear,Crashtime,Crashhour
Property Damage Crashes,AE4921000F,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,,No,Yes,Yes,,,,No,1/14/2025,No,39.2998201,-76.7363858,2025,07:59,7
Property Damage Crashes,MSP585801FF,Maryland State Police,Other,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,2/1/2025,No,38.849216494,-76.860391541,2025,08:41,8
Property Damage Crashes,CB4847008Z,Howard County Police,Single Vehicle,Howard,,No,Yes,No,,57.0,COUNTY ROAD,Yes,2/27/2025,No,39.192696405,-76.975294113,2025,15:15,15
Property Damage Crashes,AE6646003V,Baltimore County Police Department,Other,Baltimore County,,No,Yes,No,,1808.0,PRIVATE ROAD,Yes,1/27/2025,No,39.37963924,-76.54802376,2025,08:50,8
Property Damage Crashes,DA3422006Q,Prince George's County Police,Front to Rear,Prince George's,Major Collector,No,Yes,No,BRINKLEY RD,122.0,COUNTY ROAD,No,3/20/2025,No,38.800584692,-76.935822796,2025,22:23,22
Property Damage Crashes,MSP73390089,Maryland State Police,"Sideswipe, Same Direction",Howard,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,3/21/2025,No,39.1887243,-76.775994978,2025,12:21,12
Injury Crashes,MSP585801FC,Maryland State Police,Front to Rear,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,1/22/2025,No,38.818120631,-76.933060422,2025,03:09,3
Property Damage Crashes,AC1879007V,Anne Arundel County Police,Single Vehicle,Anne Arundel,Local,No,Yes,No,TIMBER TURN,5330.0,COUNTY ROAD,No,1/6/2025,No,39.042248362,-76.506807506,2025,08:50,8
Injury Crashes,DA28630065,Prince George's County Police,Angle,Prince George's,Local,No,Yes,No,LANDOVER SERVICE RD,1226.0,COUNTY ROAD,Yes,3/5/2025,No,38.92432324,-76.870652406,2025,05:35,5
Property Damage Crashes,MDTA1811004Z,Maryland Transportation Authority Police,Front to Rear,Baltimore City,Interstate,No,Yes,No,HARBOR TUNNEL THRUWAY (SB/L),895.0,INTERSTATE ROUTE,No,2/10/2025,No,39.291091118,-76.554035337,2025,07:35,7
Property Damage Crashes,MSP697200FP,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,1/30/2025,No,39.098956613,-76.890096154,2025,09:22,9
Injury Crashes,DJ0182002B,Seat Pleasant Police Department,Front to Rear,Prince George's,Principal Arterial – Other,No,Yes,No,CENTRAL AVE (WB/L),214.0,MARYLAND ROUTE,Yes,1/15/2025,No,38.88893795,-76.874127814,2025,15:50,15
Property Damage Crashes,AC2584007C,Anne Arundel County Police,"Sideswipe, Opposite Direction",Anne Arundel,Major Collector,No,Yes,No,CRAIN HWY,3.0,MARYLAND ROUTE,No,1/8/2025,No,39.179663875,-76.616262348,2025,14:52,14
Property Damage Crashes,MSP743900MC,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY (SB/L),95.0,INTERSTATE ROUTE,No,2/10/2025,No,38.947315375,-76.860071854,2025,11:47,11
Property Damage Crashes,DA4420000F,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,EAST WEST HWY (WB/L),410.0,MARYLAND ROUTE,No,1/21/2025,No,38.964579902,-76.938879788,2025,14:54,14
Property Damage Crashes,AE635200BY,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,,No,Yes,No,LIFEBRIDGE LN,5256.0,LOCAL ROAD,No,1/13/2025,No,39.410941788,-76.773590943,2025,17:30,17
Injury Crashes,MTA03870032,Maryland Transit Administration,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,MCCULLOH ST,129.0,MARYLAND ROUTE,Yes,3/24/2025,No,39.3186484,-76.647590198,2025,11:15,11
Property Damage Crashes,AE6806002B,Baltimore County Police Department,Single Vehicle,Baltimore County,Major Collector,No,Yes,No,GWYNNBROOK AVE,587.0,COUNTY ROAD,No,3/1/2025,No,39.4348955,-76.795832167,2025,18:44,18
Property Damage Crashes,ADK8430030,Baltimore City Police Department,Single Vehicle,Baltimore City,,No,Yes,Yes,,,,No,1/24/2025,No,39.247126188,-76.618073364,2025,07:57,7
Property Damage Crashes,ADH55200HW,Baltimore City Police Department,Single Vehicle,Baltimore City,Local,No,Yes,No,PARKVIEW AV,5559.0,MUNICIPAL ROAD,No,1/9/2025,No,39.340026942,-76.704695632,2025,12:46,12
Property Damage Crashes,AC2356009Q,Anne Arundel County Police,Angle,Anne Arundel,Principal Arterial – Other,No,Yes,No,ROBERT CRAIN HWY (SB/L),3.0,MARYLAND ROUTE,No,3/14/2025,No,39.026977067,-76.689994224,2025,21:10,21
Property Damage Crashes,DA4389002G,Prince George's County Police,Angle,Prince George's,Local,No,Yes,No,MERRIMACK DR,1669.0,COUNTY ROAD,Yes,1/19/2025,No,38.990010083,-76.973869715,2025,16:40,16
Injury Crashes,MTA04840006,Maryland Transit Administration,Front to Rear,Baltimore City,Minor Arterial,No,Yes,No,E BELVEDERE AVE,1040.0,MUNICIPAL ROAD,Yes,1/6/2025,No,39.360747764,-76.593805036,2025,19:50,19
Injury Crashes,MTA04180017,Maryland Transit Administration,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,HARFORD RD,147.0,MARYLAND ROUTE,Yes,3/15/2025,No,39.375673547,-76.541136941,2025,15:20,15
Property Damage Crashes,ADH517001N,Baltimore City Police Department,Unknown,Baltimore City,,No,Yes,No,,1441.0,LOCAL ROAD,No,1/4/2025,No,39.341748966,-76.662787364,2025,08:00,8
Property Damage Crashes,ADK5330041,Baltimore City Police Department,Other,Baltimore City,,No,Yes,Yes,,,,No,3/5/2025,No,39.278617862,-76.548860007,2025,12:47,12
Property Damage Crashes,CB518800N4,Howard County Police,"Sideswipe, Same Direction",Howard,,No,Yes,Yes,,,,No,3/21/2025,No,39.165259209,-76.853722794,2025,17:07,17
Injury Crashes,MTA0437000Z,Maryland Transit Administration,Other,Baltimore City,Major Collector,No,Yes,No,POPLAR GROVE ST,2030.0,MUNICIPAL ROAD,No,3/18/2025,No,39.297110351,-76.66509499,2025,08:13,8
Injury Crashes,AE527700QM,Baltimore County Police Department,Front to Front,Baltimore County,Local,No,Yes,No,CUBA RD,194.0,COUNTY ROAD,No,1/28/2025,No,39.512501565,-76.704651718,2025,08:00,8
Injury Crashes,AC2126006R,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Principal Arterial – Other,No,Yes,No,TELEGRAPH RD (SB/L),170.0,MARYLAND ROUTE,No,3/13/2025,No,39.138024303,-76.68527872,2025,07:27,7
Property Damage Crashes,ADF736007B,Baltimore City Police Department,Front to Rear,Baltimore City,Minor Arterial,No,Yes,No,FALLS RD,25.0,MARYLAND ROUTE,No,2/6/2025,No,39.331551784,-76.635102868,2025,19:10,19
Property Damage Crashes,DA27410018,Prince George's County Police,Rear To Rear,Prince George's,Minor Arterial,No,Yes,No,SHERIFF RD,75.0,COUNTY ROAD,No,1/24/2025,No,38.912730012,-76.885047704,2025,08:40,8
Property Damage Crashes,BSPDA176001B,Baltimore City School Police,Single Vehicle,Baltimore City,,No,Yes,Yes,,,,No,2/3/2025,No,39.313177913,-76.60169138,2025,09:00,9
Property Damage Crashes,AE6496006W,Baltimore County Police Department,"Sideswipe, Opposite Direction",Baltimore County,Local,No,Yes,No,MONTGOMERY ST,2519.0,COUNTY ROAD,No,3/5/2025,No,39.300143127,-76.728561751,2025,16:00,16
Property Damage Crashes,MSP745800Q2,Maryland State Police,Single Vehicle,Prince George's,Principal Arterial – Other Freeways and Expressways,No,Yes,No,PENNSYLVANIA AVE,4.0,MARYLAND ROUTE,No,2/27/2025,No,38.821323333,-76.848668333,2025,07:41,7
Property Damage Crashes,CB6412002C,Howard County Police,"Sideswipe, Same Direction",Howard,Principal Arterial – Other Freeways and Expressways,No,Yes,No,NO NAME,100.0,MARYLAND ROUTE,No,2/17/2025,No,39.2053445,-76.776311333,2025,12:42,12
Injury Crashes,MTA01450021,Maryland Transit Administration,Other,Baltimore City,Principal Arterial – Other,No,Yes,No,NORTH AVE (SB/L),1.0,UNITED STATE ROUTE,Yes,3/10/2025,No,39.310915753,-76.624932124,2025,07:00,7
Property Damage Crashes,AC194900HJ,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Local,No,Yes,No,WEST HAVEN DR,3902.0,COUNTY ROAD,No,2/14/2025,No,39.095641,-76.53908915,2025,07:33,7
Injury Crashes,DA4308004C,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Major Collector,No,Yes,No,TEMPLE HILL RD,123.0,COUNTY ROAD,Yes,2/22/2025,No,38.821352716,-76.949935042,2025,13:22,13
Property Damage Crashes,DS0499000H,University of Maryland Police College Park,"Sideswipe, Opposite Direction",Prince George's,Local,No,Yes,No,UNION LA,90.0,STATE ROAD,No,2/28/2025,No,38.98870634,-76.94531707,2025,16:16,16
Injury Crashes,BW02110013,Greenbelt Police Department,Front to Front,Prince George's,Principal Arterial – Other Freeways and Expressways,No,Yes,No,RAMP 3 FR MD 193 EB TO MD 295 NB,295.0,RAMP,No,1/25/2025,No,38.994160647,-76.876380805,2025,07:11,7
Property Damage Crashes,MDTA08610055,Maryland Transportation Authority Police,Single Vehicle,Baltimore County,,No,Yes,Yes,,,,No,3/24/2025,No,39.361607465,-76.503027409,2025,18:22,18
Injury Crashes,MTA0393000P,Maryland Transit Administration,Single Vehicle,Baltimore County,Local,No,Yes,No,WINDSOR BLVD,6129.0,COUNTY ROAD,No,3/18/2025,No,39.333623,-76.759853,2025,12:41,12
Property Damage Crashes,DA373600CS,Prince George's County Police,Single Vehicle,Prince George's,Local,No,Yes,No,BIRCHWOOD DR,1439.0,COUNTY ROAD,No,2/2/2025,No,38.808758809,-76.988113286,2025,18:56,18
Property Damage Crashes,AE425300X2,Baltimore County Police Department,Single Vehicle,Baltimore County,Major Collector,No,Yes,No,DOLFIELD RD,2255.0,COUNTY ROAD,Yes,3/14/2025,No,39.398959929,-76.828273662,2025,07:58,7
Property Damage Crashes,AE62010083,Baltimore County Police Department,"Sideswipe, Opposite Direction",Baltimore County,Local,No,Yes,No,GLENWOOD AVE,2738.0,COUNTY ROAD,No,3/1/2025,No,39.274639738,-76.726954198,2025,10:15,10
Injury Crashes,ADL011000K,Baltimore City Police Department,Rear To Side,Baltimore City,Minor Arterial,No,Yes,No,GWYNN OAK AVE,2925.0,MUNICIPAL ROAD,Yes,1/17/2025,No,39.328553951,-76.707711981,2025,13:32,13
Property Damage Crashes,AE53020079,Baltimore County Police Department,Single Vehicle,Baltimore County,,No,Yes,No,NO NAME,1080.0,LOCAL ROAD,Yes,1/23/2025,No,39.236382833,-76.6551745,2025,16:20,16
Injury Crashes,MSP745000JD,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,3/27/2025,No,39.050307278,-76.931081966,2025,11:19,11
Injury Crashes,ADK766005K,Baltimore City Police Department,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,PULASKI HWY,40.0,UNITED STATE ROUTE,Yes,1/14/2025,No,39.304238872,-76.539661246,2025,12:40,12
Property Damage Crashes,CE45870082,Laurel Police Department,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,WASHINGTON BLVD (SB/L),1.0,UNITED STATE ROUTE,No,2/6/2025,No,39.09923764,-76.848637418,2025,09:40,9
Property Damage Crashes,MTA0348001X,Maryland Transit Administration,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,E COLD SPRING LA,2105.0,MUNICIPAL ROAD,No,1/15/2025,No,39.344983716,-76.598283232,2025,09:40,9
Injury Crashes,AE6859000V,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,EASTERN BLVD,150.0,MARYLAND ROUTE,No,1/19/2025,No,39.328993263,-76.44053405,2025,15:30,15
Property Damage Crashes,MSP77650072,Maryland State Police,Front to Rear,Prince George's,Interstate,Yes,Yes,No,CAPITAL BELTWAY (NB LOCAL),95.0,INTERSTATE ROUTE,No,3/20/2025,No,38.793337517,-77.020782418,2025,01:44,1
Property Damage Crashes,AC2335007R,Anne Arundel County Police,Single Vehicle,Anne Arundel,Local,No,Yes,No,QUEEN ANNE BRIDGE RD,2732.0,COUNTY ROAD,No,3/26/2025,No,38.911788774,-76.645538787,2025,16:15,16
Injury Crashes,MDTA1349002F,Maryland Transportation Authority Police,"Sideswipe, Same Direction",Baltimore City,Interstate,No,Yes,No,FORT MCHENRY TUNNEL,95.0,INTERSTATE ROUTE,No,3/14/2025,No,39.262971815,-76.586517769,2025,15:54,15
Property Damage Crashes,AE5338004Y,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Major Collector,No,Yes,No,LYNCH RD,5600.0,COUNTY ROAD,No,1/14/2025,No,39.266670789,-76.495354913,2025,15:10,15
Property Damage Crashes,MSP6844012Q,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,3/24/2025,No,39.416327109,-76.628237035,2025,15:45,15
Property Damage Crashes,DA3372003J,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Minor Arterial,No,Yes,No,LIVINGSTON RD,1203.0,COUNTY ROAD,No,1/18/2025,No,38.8015994,-76.987022123,2025,13:28,13
Injury Crashes,MTA0383001M,Maryland Transit Administration,Angle,Baltimore County,,No,Yes,No,YORK RD (SB/L),45.0,MARYLAND ROUTE,Yes,3/21/2025,No,39.394917,-76.603823,2025,20:30,20
Property Damage Crashes,CB6443001C,Howard County Police,"Sideswipe, Opposite Direction",Howard,,No,Yes,No,MATCHBOX ALY,1244.0,LOCAL ROAD,No,3/19/2025,No,39.174846271,-76.784826272,2025,21:15,21
Property Damage Crashes,AC26560009,Anne Arundel County Police,Front to Front,Anne Arundel,,No,Yes,Yes,,,,No,1/8/2025,No,39.168744583,-76.5556407,2025,09:30,9
Property Damage Crashes,DA42760075,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Minor Arterial,No,Yes,No,RITCHIE RD,87.0,COUNTY ROAD,No,2/4/2025,No,38.884344924,-76.860369793,2025,10:15,10
Property Damage Crashes,AE6609003C,Baltimore County Police Department,Single Vehicle,Baltimore County,,No,Yes,No,NO NAME,2864.0,LOCAL ROAD,No,2/5/2025,No,39.40854437,-76.60226399,2025,17:48,17
Property Damage Crashes,DA4431000K,Prince George's County Police,"Sideswipe, Opposite Direction",Prince George's,Minor Arterial,No,Yes,No,RIGGS RD,212.0,MARYLAND ROUTE,No,2/19/2025,No,38.990054542,-76.973865585,2025,07:00,7
Property Damage Crashes,DS0524000D,University of Maryland Police College Park,Angle,Prince George's,Local,No,Yes,No,STADIUM DR,165.0,STATE ROAD,No,2/24/2025,No,38.991517602,-76.949724732,2025,09:10,9
Injury Crashes,AE6825000G,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,PULASKI HWY (WB/L),40.0,UNITED STATE ROUTE,No,1/27/2025,No,39.417917553,-76.378310749,2025,16:00,16
Property Damage Crashes,AB500500LY,Annapolis Police Department,Rear To Rear,Anne Arundel,,No,Yes,Yes,,,,No,1/10/2025,No,38.981743684,-76.501243982,2025,15:32,15
Property Damage Crashes,AC26480003,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,,No,Yes,Yes,,,,Yes,3/21/2025,No,39.076815967,-76.559345383,2025,15:31,15
Injury Crashes,AE442401HT,Baltimore County Police Department,Front to Rear,Baltimore County,,No,Yes,No,,1977.0,PRIVATE ROAD,No,1/29/2025,No,39.329629833,-76.761885667,2025,08:10,8
Property Damage Crashes,ADJ817009T,Baltimore City Police Department,Other,Baltimore City,Local,No,Yes,No,GRINDON AV,4733.0,MUNICIPAL ROAD,Yes,3/7/2025,No,39.346709552,-76.574190382,2025,08:05,8
Property Damage Crashes,DA4390001C,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,ASHVILLE RD,2321.0,COUNTY ROAD,No,3/23/2025,No,38.869886657,-76.859748006,2025,14:58,14
Property Damage Crashes,CC03010009,Hyattsville Police Department,"Sideswipe, Opposite Direction",Prince George's,Local,No,Yes,No,40TH AVE,9400.0,MUNICIPAL ROAD,No,1/14/2025,No,38.959268368,-76.949952565,2025,13:00,13
Property Damage Crashes,AC2544004N,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Principal Arterial – Other Freeways and Expressways,No,Yes,No,NO NAME (WB/L),100.0,MARYLAND ROUTE,No,1/3/2025,No,39.118949882,-76.51723922,2025,16:51,16
Injury Crashes,MSP7780004D,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,1/15/2025,No,39.405229483,-76.6724896,2025,12:47,12
Injury Crashes,MSP609201CV,Maryland State Police,Front to Rear,Baltimore County,Principal Arterial – Other Freeways and Expressways,No,Yes,No,BALTIMORE BELTWAY (OUTER LOOP),695.0,MARYLAND ROUTE,No,1/11/2025,No,39.302320795,-76.500611762,2025,01:25,1
Property Damage Crashes,DA34330055,Prince George's County Police,Front to Rear,Prince George's,Principal Arterial – Other,No,Yes,No,CRAIN HWY (SB/L),301.0,UNITED STATE ROUTE,No,2/6/2025,No,38.826255395,-76.734810086,2025,15:50,15
Property Damage Crashes,BSPDA244001K,Baltimore City School Police,"Sideswipe, Same Direction",Baltimore City,Major Collector,No,Yes,No,CHESTERFIELD AVE,2520.0,MUNICIPAL ROAD,Yes,2/18/2025,No,39.314718385,-76.561228231,2025,14:40,14
Injury Crashes,MSP735600N4,Maryland State Police,Front to Rear,Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY (SB/L),95.0,INTERSTATE ROUTE,No,1/22/2025,No,39.347776833,-76.504265167,2025,23:17,23
Property Damage Crashes,DA22590007,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,ST BARNABAS RD (WB/L),414.0,MARYLAND ROUTE,No,3/6/2025,No,38.805475572,-76.974873853,2025,09:30,9
Property Damage Crashes,MTA0378003J,Maryland Transit Administration,Single Vehicle,Baltimore City,,No,Yes,Yes,,,,No,3/21/2025,No,39.2743627,-76.639861,2025,12:55,12
Property Damage Crashes,DA4429000G,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,,No,Yes,No,FOX STREAM WAY,2602.0,LOCAL ROAD,Yes,3/4/2025,No,38.834927871,-76.844490567,2025,15:44,15
Property Damage Crashes,CB53120028,Howard County Police,Front to Rear,Howard,Principal Arterial – Other,No,Yes,No,WASHINGTON BLVD,1.0,UNITED STATE ROUTE,No,3/21/2025,No,39.141346116,-76.810788394,2025,01:29,1
Property Damage Crashes,ADK506002T,Baltimore City Police Department,Front to Front,Anne Arundel,Principal Arterial – Other,No,Yes,No,AVIATION BLVD (SB/L),170.0,MARYLAND ROUTE,Yes,3/1/2025,No,39.189887624,-76.681147128,2025,19:00,19
Property Damage Crashes,AB500500M0,Annapolis Police Department,"Sideswipe, Same Direction",Anne Arundel,,No,Yes,No,COLLEGE AVE (WB/L),450.0,MARYLAND ROUTE,Yes,1/16/2025,No,38.981460687,-76.489973656,2025,14:28,14
Property Damage Crashes,AC23320079,Anne Arundel County Police,Single Vehicle,Anne Arundel,Minor Arterial,No,Yes,No,NEW CUT RD,3.0,MARYLAND ROUTE,No,1/6/2025,No,39.125906165,-76.642342846,2025,00:49,0
Property Damage Crashes,AC215100FZ,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Local,No,Yes,No,MIDLAND RD,3128.0,COUNTY ROAD,Yes,1/2/2025,No,38.933080067,-76.544616817,2025,05:59,5
Property Damage Crashes,ADF977004Q,Baltimore City Police Department,Single Vehicle,Baltimore City,,No,Yes,No,,1.0,UNITED STATE ROUTE,No,1/31/2025,No,39.342727834,-76.545478338,2025,19:24,19
Property Damage Crashes,MSP7664008Q,Maryland State Police,"Sideswipe, Opposite Direction",Prince George's,Major Collector,No,Yes,No,ACCOKEEK RD,373.0,MARYLAND ROUTE,No,2/4/2025,No,38.677919899,-76.939544406,2025,15:02,15
Property Damage Crashes,AE527700QQ,Baltimore County Police Department,Single Vehicle,Baltimore County,Local,No,Yes,No,IVY HILL RD,433.0,COUNTY ROAD,Yes,3/5/2025,No,39.475459759,-76.691893618,2025,07:44,7
Property Damage Crashes,DA4395001Y,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,,No,Yes,No,,921.0,CROSSOVER,No,3/26/2025,No,38.990251691,-76.987544994,2025,08:39,8
Property Damage Crashes,BSPDA2800021,Baltimore City School Police,Unknown,Baltimore City,Minor Arterial,No,Yes,No,PARK HEIGHTS AVE (SB/L),129.0,MARYLAND ROUTE,Yes,1/15/2025,No,39.3341323,-76.6623286,2025,09:00,9
Property Damage Crashes,ADK7660063,Baltimore City Police Department,Other,Baltimore City,Principal Arterial – Other,No,Yes,No,ERDMAN AVE,151.0,MARYLAND ROUTE,Yes,3/9/2025,No,39.3048436,-76.556102,2025,12:40,12
Property Damage Crashes,AC2605001Z,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Minor Collector,No,Yes,No,ELVATON RD,4280.0,COUNTY ROAD,Yes,2/7/2025,No,39.136060522,-76.62585262,2025,16:20,16
Property Damage Crashes,CE5294001H,Laurel Police Department,"Sideswipe, Opposite Direction",Prince George's,,No,Yes,Yes,,,,No,1/30/2025,No,39.083071871,-76.889209198,2025,13:49,13
Property Damage Crashes,AC1786007D,Anne Arundel County Police,"Sideswipe, Opposite Direction",Anne Arundel,Local,No,Yes,No,BROOKS WOODS RD,3537.0,COUNTY ROAD,No,1/16/2025,No,38.807336495,-76.629367153,2025,10:17,10
Property Damage Crashes,DA35970047,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,,No,Yes,No,ALLENTOWN RD (SB/L),126.0,COUNTY ROAD,No,1/17/2025,No,38.793064723,-76.919949716,2025,18:34,18
Property Damage Crashes,AE520700XW,Baltimore County Police Department,Front to Rear,Baltimore County,Local,No,Yes,No,SPRING TIME WAY,6706.0,OTHER PUBLIC ROAD,Yes,2/28/2025,No,39.397417562,-76.490641226,2025,07:45,7
Injury Crashes,MSP76880014,Maryland State Police,Front to Rear,Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (OUTER LOOP),695.0,INTERSTATE ROUTE,No,1/25/2025,Yes,39.357236631,-76.746360018,2025,09:05,9
Property Damage Crashes,DA4282003G,Prince George's County Police,Front to Rear,Prince George's,Local,No,Yes,No,DANIA DR,3215.0,COUNTY ROAD,No,1/29/2025,No,38.760794115,-76.981532448,2025,14:58,14
Property Damage Crashes,CB64310016,Howard County Police,Front to Rear,Howard,Local,No,Yes,No,MARTHA BUSH DR,3204.0,COUNTY ROAD,Yes,2/13/2025,No,39.276698436,-76.802261332,2025,15:14,15
Property Damage Crashes,MTA0385002K,Maryland Transit Administration,Angle,Baltimore City,Principal Arterial – Other,No,Yes,No,S HOWARD ST,1700.0,MUNICIPAL ROAD,Yes,3/20/2025,No,39.286865019,-76.619092358,2025,15:20,15
Property Damage Crashes,AE576400DQ,Baltimore County Police Department,Other,Baltimore County,Local,No,Yes,No,SILVER CHARM DR,8900.0,COUNTY ROAD,No,3/9/2025,No,39.372159775,-76.811326614,2025,19:55,19
Property Damage Crashes,CB6230008G,Howard County Police,Angle,Howard,Major Collector,No,Yes,No,SCAGGSVILLE RD,216.0,MARYLAND ROUTE,No,1/22/2025,No,39.14731736,-76.907193653,2025,14:22,14
Injury Crashes,MTA04880004,Maryland Transit Administration,Single Vehicle,Baltimore County,Minor Arterial,No,Yes,No,SECURITY BLVD,122.0,MARYLAND ROUTE,Yes,2/10/2025,No,39.312209175,-76.73553468,2025,10:40,10
Injury Crashes,ADK7180035,Baltimore City Police Department,Front to Rear,Baltimore City,,No,Yes,No,,26.0,MARYLAND ROUTE,Yes,1/29/2025,No,39.328800132,-76.68741398,2025,13:03,13
Property Damage Crashes,DA4256005Q,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,LAUGHTON ST,3780.0,COUNTY ROAD,No,1/21/2025,No,38.89635806,-76.785649781,2025,08:40,8
Property Damage Crashes,AE4787010Y,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,No,Yes,No,DOWLING CIR,299.0,OTHER PUBLIC ROAD,No,3/6/2025,No,39.378268983,-76.575551107,2025,11:50,11
Property Damage Crashes,MSP7872002C,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,RAMP 4 FR IS 95 NB TO MD 221A EB,95.0,RAMP,No,2/17/2025,No,38.865542977,-76.845809241,2025,13:36,13
Property Damage Crashes,AE442401HN,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (OUTER LOOP),695.0,INTERSTATE ROUTE,No,1/16/2025,No,39.293158881,-76.742266354,2025,08:25,8
Injury Crashes,MDTA1985001H,Maryland Transportation Authority Police,Front to Rear,Baltimore City,Interstate,No,Yes,No,CAL RIPKEN WAY,395.0,INTERSTATE ROUTE,No,1/28/2025,No,39.280731641,-76.618784217,2025,09:17,9
Property Damage Crashes,MTA0460000V,Maryland Transit Administration,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,CALVERT ST,2.0,MARYLAND ROUTE,No,1/5/2025,No,39.290635489,-76.612312923,2025,06:54,6
Property Damage Crashes,CB65290014,Howard County Police,Angle,Howard,,No,Yes,Yes,,,,No,2/3/2025,No,39.213068234,-76.729439563,2025,15:58,15
Property Damage Crashes,MSP7778006V,Maryland State Police,Single Vehicle,Prince George's,Interstate,No,Yes,No,NO NAME,95.0,INTERSTATE ROUTE,No,1/2/2025,No,39.08286915,-76.898161333,2025,10:30,10
Property Damage Crashes,ADL008000Z,Baltimore City Police Department,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,FREDERICK AVE,144.0,MARYLAND ROUTE,No,1/17/2025,No,39.279571991,-76.663594566,2025,10:30,10
Property Damage Crashes,MSP713100GY,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY (SB/L),95.0,INTERSTATE ROUTE,No,1/19/2025,No,39.426463167,-76.391489167,2025,14:18,14
Property Damage Crashes,DA3352005N,Prince George's County Police,Single Vehicle,Prince George's,Minor Arterial,No,Yes,No,BRIGHTSEAT RD,202.0,MARYLAND ROUTE,No,3/6/2025,No,38.918103312,-76.860229298,2025,11:30,11
Property Damage Crashes,DA4337002Z,Prince George's County Police,Front to Rear,Prince George's,Principal Arterial – Other,No,Yes,No,,1.0,UNITED STATE ROUTE,No,2/21/2025,No,38.957097582,-76.94004914,2025,08:24,8
Property Damage Crashes,AE4787010R,Baltimore County Police Department,Rear To Side,Baltimore County,Principal Arterial – Other,No,Yes,No,LOCH RAVEN BLVD,542.0,MARYLAND ROUTE,No,2/26/2025,No,39.384579623,-76.577073576,2025,11:10,11
Property Damage Crashes,AC22700097,Anne Arundel County Police,Angle,Anne Arundel,Local,No,Yes,No,LAUREL DR,1472.0,COUNTY ROAD,No,2/13/2025,No,39.088743024,-76.608304133,2025,21:37,21
